Actual Rating,Predicted Rating
3.8,3.8
3.7,3.585714286
3.6,3.675
3.5,3.5
3.9,3.825
3.6,3.6
3.4,3.4
4.1,4.125
3.9,3.34
3.8,3.92
3.7,3.7
3.5,3.52
3.1,3.25
3.7,3.8
3.9,3.928571429
3.9,3.814285714
4,4
4.6,3.8
2.8,2.8
3.4,3.5
3.5,3.475
2.8,2.8
3.3,3.3
3.8,3.86
4.1,4.1
3.7,3.555555556
3.4,3.4
3,3
4.4,4.4
3.5,3.416666667
4,4.08
3.4,3.554545455
3.8,3.8
3.3,3.3
3.8,3.8
3.6,3.4875
3.5,3.36
3.1,3.1
2.7,3.257142857
3.4,3.414285714
3.9,4.025
3.3,3.442857143
3.6,3.5
3.7,3.516666667
3.4,3.371428571
4.3,4.3
3.8,3.76
3.4,3.328571429
4.1,4.08
4.1,4.1
3.8,3.8
3.4,3.3
3.9,3.9
3.5,3.55
4,4
3.5,3.56
4,4
4.6,4.6
4,4.06
4.2,3.96
4.4,4.4
3.9,4.055555556
4.5,4.5
4.5,4.433333333
3.5,3.5
3.9,4
3.4,3.690909091
3.9,3.7
3.7,3.7
3.2,3.12
4.1,4
3.5,3.725
2.8,3.2
2.9,3.275
3.9,3.84
4.3,4.3
4.4,4.366666667
4.1,4.1
3.8,3.8
3.7,3.625
3.7,3.7
3.6,3.6
4.3,4
3.6,3.6
3.7,3.65
3.9,4.083333333
3.7,3.744444444
4.1,4.1
3.7,3.716666667
3.7,3.7
3.8,3.816666667
4.4,4.325
4.4,4.4
3.8,3.725
4.6,4.6
2.9,3.1
4.1,4.042857143
3.1,3.233333333
3.5,3.38
3.7,3.675
2.7,2.675
3.8,3.9
3.7,3.9
3.7,3.5
3.2,3.2
3.3,3.34
4.1,4.1
4.1,3.883333333
2.8,2.975
3.9,3.825
4.1,4.075
3.8,3.82
4,4
3.9,3.92
3.8,3.7
3.4,3.34
2.7,2.7
2.8,3.175
4,3.9
3.7,3.555555556
2.9,2.914285714
3.8,3.88
4.1,3.96
3.4,3.4
3.7,3.7
2.8,2.8
3.8,3.8
3.4,3.3
3.5,3.5
4,3.933333333
3.9,3.9
3.2,3.181818182
3.6,3.65
3.9,3.6
3.1,3.15
4.1,4.1
3.6,3.685714286
4.1,4.1
3.4,3.48
3.9,3.9
3.8,3.8
4,3.975
3.2,3.575
3.7,3.7
3.6,3.075
4.5,4.5
3.1,3.1
2.9,3.325
3.4,3.4
3.7,3.5
3.3,3.275
3.5,3.388888889
4.2,4.15
4.2,4.183333333
3.9,3.9
2.8,2.9375
3.1,3.36
3.7,3.866666667
3.7,3.7
3.3,3.3
3.6,3.6
3.2,3.2
3.2,3.3
3.5,3.571428571
4,4
3.9,3.9
3.9,3.9
3.8,3.716666667
4.1,4.1
4.3,4.366666667
3.8,3.8
4.3,4.3
3.6,3.6
3.9,3.9
3.2,3.2
2.7,3.616666667
4.1,4.1
3.7,3.728571429
4.2,4.2
4.1,4.1
3.5,3.68
4.2,4.2
3.6,3.516666667
3.4,3.4
3.3,3.266666667
3.5,3.475
3.6,3.64
4.1,4.125
4,4
2.9,2.925
2.7,2.875
3.4,3.4
3.3,3.3
3.3,3.25
2.8,2.772727273
3.7,3.833333333
4.2,4.2
3.8,3.9
3.3,3.3
4.2,4.2
3.6,3.6
3.2,3.216666667
3.9,3.9
3.9,3.96
3.5,3.18
3.5,3.5
3.6,3.54
4.1,4.15
4.4,4.4
3.9,3.94
4,4.05
3.9,3.45
4.2,4.185714286
3.2,3.242857143
3.8,3.85
3.7,3.7
3.8,3.725
2.9,2.942857143
3.6,3.6
3.3,3.3
3.8,3.8
3.7,3.7
3.4,3.516666667
2.6,2.633333333
3.3,3.255555556
2.3,2.94
4,4
4.3,4.175
4.4,4.4
3.1,3.083333333
3.3,3.15
4,3.92
3.9,3.866666667
4.2,4.185714286
3.6,3.6
3.8,3.825
3.8,3.8
4.1,4.18
3.6,3.625
3.9,3.871428571
3.2,3.2
3.9,3.033333333
3,3
3.7,3.716666667
3.9,3.78
4.4,4.4
3.5,3.414285714
3.8,3.7
3.6,3.663636364
3.5,3.5
3.1,3.0625
4.4,4.4
2.9,3.385714286
3.4,3.5125
3.9,3.9
3.8,3.85
3.7,3.7
3.6,3.6
4,3.96
3,3.075
2.3,2.94
3.6,3.6
3.9,4.066666667
4.2,4.2
3.3,3.145454545
4,4
3.8,3.8
4,3.975
4.1,4.1
3.4,3.4
4.3,4.3
3.4,3.38
3.2,3.2
2.7,2.6
3.8,3.771428571
3.8,3.8
2.2,2.55
4.2,4.2
3.3,3.2
3.3,3.3
3.5,3.55
4.4,4.4
4.1,4.1
3.8,3.828571429
3.6,3.425
3.1,3.1
3.4,3.4
4.1,4.1
3.2,3.4
4,4
3.8,3.733333333
4.5,4.5
3.3,3.34
3.1,3.228571429
4.6,4.6
4.4,4.4
3.5,3.5
3.4,3.25
3.9,3.9
3.5,3.5
3.8,3.733333333
4.2,4.2
4.5,4.5
3.7,3.64
3.3,3.414285714
3.9,3.866666667
3.6,3.6
4.3,4.3
3.3,3.2125
3.4,3.45
3.3,3.275
3.7,3.616666667
3.6,3.6
3.4,3.366666667
2.8,3.9
3.9,3.85
4.5,4.5
2.7,3.14
4.3,4.185714286
3.3,3.54
3.2,3.2
3.8,3.8
4.1,4.1
4.1,4.2
4.1,4.1
3.5,3.5
4.1,4.1
3.7,3.6
3.4,3.25
4,4
3.2,3.2
3.4,3.4
3.5,3.55
4.3,4.22
4.2,4.2
3.9,3.9
4.6,4.6
3.6,3.6
4,3.9
3.4,3.75
4.2,4.2
4.5,4.42
4.2,4.2
3.3,3.3
3.1,3.883333333
4.2,4.2
4.2,4.12
3,3.066666667
3.8,3.72
3.9,3.9
3.7,3.7
3.7,3.766666667
4,4
3.8,4
4,3.966666667
3.5,3.5
3.6,3.6
3.2,3.26
4.2,4.2
4.3,4.233333333
3.6,3.375
4.1,4.1
4.1,4.1
3.4,3.4
4.4,4.257142857
3.8,3.55
4.2,4.122222222
3.9,3.9
3.6,3.6
3.5,3.84
2.8,2.925
3.4,3.3
3.4,3.366666667
4,3.985714286
3.9,3.82
4,4
3.7,3.757142857
3.9,3.9
2.8,2.8
4.1,4.1
3.8,3.74
3.8,3.4
3.4,3.47
3.8,3.8
3.4,3.44
3.2,3.714285714
3.5,3.5
3,3.22
3.5,3.4
3.3,3.3
4.3,4.325
3.3,3.3125
3.8,3.78
3.6,3.6
3.5,3.525
4,3.966666667
3.8,3.8
4.1,4.1
4.3,4.34
3.7,3.9
2.7,2.875
4.1,4.166666667
3.4,3.483333333
3,3
3.5,3.52
3.7,3.683333333
4,3.84
4,4.028571429
3.8,3.8
3.6,3.571428571
3.9,3.8
4.1,4.1
3.4,3.4
4.4,4.4
3.8,3.733333333
3.4,3.4
3.3,3.4875
3.7,3.7
3.1,2.966666667
3.8,3.833333333
3.8,3.525
4.1,3.975
3.7,3.7
3.2,3.2
4.1,4.1
3.7,3.7
2.8,3.22
3.9,4.02
4.1,4.1
3.9,3.775
4.4,4.4
3.7,3.7
3.6,3.625
3.9,3.866666667
3.9,3.975
3.4,3.4375
4.6,4.6
3.3,3.4
4.4,4.4
3.7,3.725
4,3.9
3.2,3.3
3.4,3.7
3.8,3.8
3.7,3.45
3.7,3.7
4.4,4.4
3.8,3.8
3.7,3.7125
4.1,4.12
4.1,4.1
2.8,2.9
3.9,3.8125
3.1,3.1
4.2,4.35
4,3.975
3.4,3.4
3.6,3.7
4,4
3.8,3.8
4.3,4.2
3.7,3.7
3.9,3
4.3,4.3
3.4,3.4
3.8,3.828571429
3.7,3.64
4,4.05
3.7,3.4
3.7,3.7
3.9,3.9
4.1,4.1
3.3,3.38
3.3,3.32
3.4,3.35
3.7,3.628571429
4.1,3.975
3.9,3.9
3.2,3.18
3.7,3.7
3.3,3.25
3.5,3.5
4.3,4.275
3.6,3.76
3.9,3.9
3.9,3.9
4.6,4.6
3.6,3.577777778
3,2.966666667
3.4,3.4
3.8,3.8
3,2.966666667
4.2,4.2
3.7,3.7
3.5,3.4
4,4
4,3.914285714
3.4,3.516666667
3.8,3.68
3,3.663636364
4.5,4.4375
3.2,3.525
4.3,4.3
4.4,4.4
3.2,3.2
3.7,3.7
3.2,3.22
3.7,3.575
4.3,4.3
3.5,3.5
4.2,4.2
3.7,3.683333333
3.6,3.6
4.1,4.1
3.8,3.58
3.1,2.966666667
3.7,3.833333333
3.1,3.14
3.7,3.722222222
3,3
3.7,3.7
2.9,2.975
3.7,3.72
3.7,3.7
3.5,3.525
4.4,4.45
4.1,3.94
3.7,3.7
2.7,3.1
3.2,3.3
3.4,3.375
3.9,3.84
3.5,3.55
2.9,2.9
3.8,3.84
3.6,3.65
3.6,3.6
3.4,3.4
3.8,3.8375
3.9,3.8125
4.2,4.24
3.7,3.7
3.8,3.95
3.4,3.4
4,4
2.9,2.942857143
3.5,3.5
4,4
3.9,3.9
3.9,3.9
4.6,4.6
3.8,3.8
4.1,4.1
2.7,2.9
2.9,3.614285714
4.6,4.6
3.9,3.9
3.3,3.283333333
3.8,3.8
3.6,3.383333333
4.1,4.15
2.9,2.9
4.1,4.1
3.5,3.85
4.3,4.18
2.9,3.16
4.1,4.1
3,3.6
3.3,3.3
4.2,4.25
4.1,4
3.9,3.9
3.8,3.771428571
3.6,3.6
4.1,4.083333333
3.8,3.8
2.8,3.422222222
3.4,3.4
4.3,4.3
4.1,3.9
3.5,3.5
4,4
4.2,4.2
3.7,3.65
3.4,3.55
4.2,4.15
3.8,3.757142857
3.9,3.9
4.7,4.7
3.1,3.1
3.3,3.428571429
4.3,4.25
4.4,4.4
4.2,4.214285714
3.9,3.95
4.3,4.3
3.5,3.65
3.6,3.6
3.5,3.5
3.7,3.7
4,3.916666667
3.8,3.88
3.6,3.6
3.5,3.5
3.8,3.875
3.1,3.5
3.5,3.369230769
4,4
3.8,3.8
3.5,3.5
3.8,3.8
3.9,3.9
3.6,3.6
3.5,3.5
3.9,3.75
2.8,2.8
3.7,3.7
4.1,4.2
3.6,3.825
4,3.433333333
3.6,3.6
4.3,4.3
2.7,2.7
3.9,3.9
3.9,3.9
4.4,4.4
3.6,3.6
3.4,3.416666667
3.4,3.514285714
3.7,3.7
2.8,3.15
3.8,3.8
3.7,3.7
3.5,3.52
4,3.857142857
3,3
4.3,4.3
3.1,3.242857143
4.3,4.35
4.2,4.2
3.9,3.9
3.8,3.62
3.8,3.975
3.1,3.1625
3.7,3.05
4,4
3.9,3.9
3.7,3.64
3.7,3.466666667
4.2,4.2
4,4
3.9,4.05
3.9,3.9
3.9,3.9
4.2,4.26
2.6,2.575
3.3,3.225
4,4
3.3,3.275
3.3,3.15
4.2,4.2
3.6,3.275
3.8,3.76
4.1,4.1
3.7,3.7
3.6,3.55
3.2,3.175
3.8,3.8
3.7,3.7
4.3,4.333333333
3.4,3.4
3.5,3.5
3.2,3.166666667
2.3,2.866666667
3.8,3.8
3.1,3.34
4.5,4.5
3.9,3.9
3.5,3.5
3.9,3.9
3.6,3.56
2.6,3.24
4.3,4.3
3.7,3.62
3.5,3.5
3.8,3.8
2.8,3.08
3.6,3.533333333
3.9,3.933333333
3.9,3.925
3.8,3.8
3.9,3.96
4.1,4.1
3.6,3.6
4.1,4.1
3.2,3.2
3.9,3.9
3.5,3.5
3.7,3.725
3.6,3.6
4.3,4.3
4.3,4.3
4.6,4.5
4.5,4.5
2.8,3.083333333
2.8,2.8
3.7,3.7
3.4,3.4
3.7,3.7
3.9,4.071428571
4.2,4.166666667
4.2,4.2
3.8,3.8
3.6,3.55
3.7,3.7
3.9,3.9
3.3,3.271428571
3.7,3.85
4.2,4.085714286
4.1,4.1
4,4
2.8,3.333333333
4,4
3.2,3.16
4.4,4.257142857
3.7,3.783333333
3,3.2
3.9,3.828571429
2.6,2.6
4,4.016666667
3.8,3.783333333
4.2,4.2
4.5,4.5
3.2,3.35
4.4,4.4
3.3,3.357142857
3.9,3.9
3.4,3.4
3.6,3.62
3.9,3.9
3.4,3.342857143
2.9,2.9
3.2,3.2
4,4
3.9,3.875
3.5,3.42
3.8,3.8
3.1,3.05
3.3,3.208333333
3.7,3.75
3.4,3.4
3.6,3.6
3.7,3.925
3.8,3.822222222
3.5,3.45
4.6,4.6
2.9,3.38
3.5,3.5
4,4
3.3,3.3
4.1,4.1
4.1,4.15
3.2,3.257142857
3.6,3.575
3.5,3.48
3.6,3.24
3.6,3.6
4.1,4.1
3.6,3.6
3.4,3.4
4,3.25
4,4.025
4.1,4.185714286
3.4,3.369230769
3.8,3.471428571
3.2,3.233333333
3.4,3.48
3.8,3.6
4,3.7
4.1,4.155555556
3.7,3.7
4,4.05
4,3.95
3.7,3.4
4.3,4.3
3.3,3.3
3.5,3.55
3.8,3.8
3.6,3.6
3.5,3.26
3.9,3.9
3.7,3.74
3.3,3.3
3.4,3.4
4,3.925
2.9,3.1
3.7,3.7
4,4
4.3,4.3
3.8,3.86
4,3.9
4.2,4.2
4.1,4.1
3.9,3.785714286
3.9,3.9
3.8,3.8
3.2,3.16
3.3,3.425
3.1,3.128571429
3.5,3.5
3.6,3.6
3.2,3.2
3.2,3.62
4,4
4.1,4.1
3.7,3.66
4.3,2.875
3.9,3.9
3.9,3.866666667
3.6,3.28
3.9,3.975
2.7,2.7
3.9,3
2.9,2.966666667
4.4,4.4
3.4,3.4
3.3,3.25
3.8,3.76
3.8,3.92
4,3.94
3.1,3.125
4.8,4.883333333
4.5,4.5
4.3,4.257142857
3.7,3.075
3.6,3.54
4.4,4.12
4.1,4.13
3.8,3.8
3.5,3.56
3.6,3.6
3.7,3.75
3.3,3.3
4.4,4.4
3,3.1
3.9,3.9
3.6,3.45
4.2,4.18
2.8,2.85
3,3.383333333
3.5,3.5
3.7,3.283333333
2.9,2.9
4.1,4.1
2.9,3.15
4.6,4.671428571
4.3,4.25
3.7,3.3
4,4
4,3.96
3.9,3.885714286
3.5,3.26
3.6,3.65
4.3,4.3
3.4,3.4
3.5,3.46
3.8,3.5
3.2,3.6
4,4
3.8,3.8
4.2,4.177777778
3.7,3.7
2.6,2.655555556
4.1,4.08
4.2,4.166666667
4.3,4.3
3.4,3.3
3.2,3.2
3.9,3.942857143
3.9,3.866666667
4,3.991666667
4,4.14
3.9,3.9
3.9,3.825
3.8,3.828571429
3.3,3.3
4.2,4.2
3.9,3.825
2.8,2.8
3.4,3.35
3.4,3.45
3.6,3.6
3.4,3.642857143
4.2,4.028571429
4,4.025
3.1,3.2
4,4
3.9,3.9
3,3.05
3.1,3.1
2.8,3.075
3.9,3.95
3.9,3.9
3.6,3.675
3.7,3.625
3.6,3.56
3.9,3.8125
3.6,3.628571429
4.1,4.1
3.7,3.7
4.7,4.671428571
3.1,3.05
4.3,4.316666667
4.2,4.2
4.1,4.1
3.1,3.116666667
2.4,3.15
3.6,3.425
3.3,3.3
4.2,4.2
3.7,4.057142857
3.8,2.55
3.2,2.975
4,4
4.3,4.442857143
4.6,4.55
3.1,2.88
3.2,3.2
3.9,3.35
3.3,3.58
3.3,3.325
3.9,3.9
4.5,4.1
4,4.025
3.1,3.075
2.7,3.5
3.9,3.583333333
3.6,3.675
3.4,3.1
3.4,3.34
3.7,3.58
3.3,3.275
3.7,3.7
3.1,2.94
3.8,3.8
3.5,3.5
3.4,3.4
4.2,4.2
3.5,3.58
3.6,3.6
3.6,3.75
4,4
3.8,3.771428571
3.8,3.8
3.8,3.75
3.1,3.1
3.7,3.65
2.8,3.175
3.7,3.7
3.8,3.8
4.5,4.45
4.3,4.3
2.9,3.5
4.2,4.2
3.8,3.8
3.4,3.371428571
3.6,3.6
3.7,3.7
2.9,3.02
3.3,3.357142857
3.5,3.42
3.7,3.728571429
4.3,4.3
3.7,3.7
3.2,3.22
3.7,3.7
4.3,4.3
3.8,3.8
4.5,4.5
3.6,3.528571429
4.5,4.5
3.6,3.5875
3.7,3.585714286
4.6,4.6
3,2.95
4.6,4.6
3.3,3.25
3.9,3.9
4.5,4.525
3.4,3.4
4,4.016666667
3.2,3.2
3.8,3.875
3.3,3.3
3.9,3.9
4.4,4.4
3.8,3.8
4.5,4.5
3.5,3.5
3.6,3.466666667
3.8,3.56
3.8,3.8
4.1,4.1
3.7,3.8
3.7,3.7
4.5,4.24
3.9,3.9
3.7,3.7
3.5,3.14
3.5,3.5
3.8,3.8
3.8,3.8
2.9,2.9
3,3.375
3.6,3.6
3.9,3.9
3.8,3.72
3.3,3.275
3.9,3.82
3.9,3.82
4,3.9
3.8,3.85
3.7,3.7
3.6,3.514285714
3.9,3.9
3.2,3.266666667
3.4,3.25
3.3,3.28
3.6,3.6
2.6,3.228571429
3.6,3.5
2.7,3.4
2.6,2.85
3.8,3.85
3.4,3.414285714
3.6,3.5
4.3,4.3
4.2,4.12
3.7,3.42
4.1,3.78
3.8,3.811111111
2.9,3.15
4.1,4
4,4
3.9,3.814285714
3.6,3.65
3.9,3.9
4.9,4.9
4.4,4.4
4,3.9
3.4,3.425
3.7,3.7
3.9,3.875
3.2,3.275
3.8,3.575
3.6,3.716666667
3.1,3.1
3.8,3.8
3.2,3.133333333
3.7,3.7
3.6,3.6
3.6,3.6
3.3,3.663636364
3.9,3.9
3.9,3.9
3.8,4.1
3.6,3.675
3.3,3.25
3,3.16
4.3,4.3
3.1,3.1
4.2,4.15
3.7,3.7
3.2,3.128571429
4.1,4.116666667
3.9,3.783333333
4,4
3.5,3.5
3.7,3.7
3.8,3.875
4.2,3.957142857
4.1,4.1
3.9,3.72
3.2,3.208333333
3.4,3.4375
4.2,4.2
3.3,3.34
3.9,3.9
4.3,4.066666667
2.9,3.05
4.4,4.257142857
3.9,3.933333333
3.9,3.95
3.4,3.4
4,4
2.9,2.9
3.8,3.55
3.7,3.75
3.5,3.266666667
2.9,3.125
4.1,4.1
4,3.866666667
4.1,4.1
3.6,3.56
2.9,3.1
2.5,3.283333333
3.7,3.7
3.6,3.642857143
3.4,3.4
3.5,3.542857143
4.1,4.1
3.2,3.5
4.3,4.166666667
4,3.875
3.5,3.56
3.9,3.8
3.3,3.066666667
4.4,4.4
4,4
3.9,3.86
4.1,3.7
4.2,4.2
4,4.06
3.7,3.7
3.3,3.3
2.6,2.8
4.1,4
3.1,2.8
3.5,3.475
4,4.028571429
3.7,3.7
3.4,3.4
3.4,3.4
4.1,4.32
3.5,3.34
3.9,3.9
2.8,2.8
3.9,3.925
3.9,3.84
3.3,3.433333333
4,4
3.5,3.6
3.3,3.214285714
4.4,4.35
3.6,3.2
4,4
3.1,3.2
3.6,3.5
3.5,3.525
3.9,3.98
4,4.028571429
3.5,3.5
4,4
3.8,3.833333333
3.6,3.6
3.8,3.771428571
4.1,4.1
3.8,4
3.3,3.3
3.4,3.077777778
3.9,3.9
3.7,3.68
4.1,4.1
4,3.9
3.8,3.8
4.3,4.266666667
3.7,3.7
3.8,3.8
4,3.025
4,3.933333333
3.3,3.133333333
3.9,3.9
3.8,3.75
3.7,3.7
3.5,3.5375
4,3.857142857
4.5,4.428571429
2.9,2.9
4.1,4.12
3.9,3.9
3.9,3.9
3.1,3.225
3.5,3.51
2.8,2.8375
3.8,3.85
3.9,3.9
3.2,3.2
4.2,4.283333333
4,4
4.3,4.1
3.7,3.7
4,3.94
3.6,3.56
3.9,3.65
3.9,3.925
4,4
2.8,2.8
3.9,3.9
3.8,3.966666667
3.4,3.528571429
3.1,3.3
3.2,3.25
3.9,3.9
3.3,3.56
3.6,3.6
4.1,4.1
3.6,3.475
4.2,4.2
3.2,3.288888889
3.8,3.671428571
3.7,3.675
3.6,3.663636364
4.3,4.325
4.1,4.1
4.5,4.55
3.8,3.618181818
4.2,4.15
3.5,3.6
4.5,4.5
2.9,2.957142857
3.2,3.16
3.5,3.522222222
3.8,3.8125
2.9,2.9
3.6,3
3.9,3.9
3.8,3.5
3.6,3.58
3.1,3.1375
3.7,3.86
4.2,4.225
3.5,3.5
4.1,4.1
3.6,4.183333333
4.2,2.3
3.5,3.5
4.1,4.02
3.5,3.5375
3.5,3.5
3.1,3.163636364
4.2,4.2
3.5,3.4
2.8,2.9
4.4,4.4
4.2,4.25
2.8,3.2
3.7,3.433333333
3.6,3.616666667
4,4.033333333
4.1,4.1
3.6,3.6
3,3
4.4,4.4
3.9,3.9
3.7,3.7
4.2,4.2
3.6,3.6
4.2,4.2
3.9,3.9
4.1,4.15
3.8,3.8
4.2,4.12
4.1,3.966666667
3.6,3.825
3.7,3.92
3.7,3.7
4.1,3.92
3.3,3.3
4.1,4.06
3.8,3.8
3.3,3.2
3.7,3.7
4.2,4.2
3.8,3.82
4.3,4.3
4.2,4.2
3.9,3.84
3.9,3.916666667
4.4,4.5
4.1,4.1
3.8,3.6
4.1,4.1
3,3
3.2,3.2
3.8,3.875
3.5,3.5
3.9,3.9
3.8,3.8
4.4,4.4
3.5,3.325
4.2,4.028571429
3.5,3.425
4.1,4.1
4.1,4.033333333
3.5,3.1
4,4
3.9,4
4.2,4.225
4.3,4.25
4.4,4.4
4.3,4.366666667
3.8,3.8
4.1,4.1
2.9,2.975
3.2,3.371428571
3.5,3.58
3.2,3.266666667
4.4,4.36
3.2,3.457142857
3.1,3.722222222
4.5,4.5
4.5,4.3
3.5,3.44
2.8,2.64
3.9,3.54
2.9,3.875
3.5,3.5
2.9,2.9
3.4,3.4
3.6,3.7
3.9,3.642857143
4.5,4.5
4.2,4.257142857
4.5,4.575
4.1,4.1
4.4,4.4
3.9,3.9
3.5,3.466666667
3.9,3.942857143
4,4
3.9,3.9
4.3,4.385714286
3.9,3.9
3,3.1
3.9,4.05
3.6,3.6
3.9,3.9
4.1,4.183333333
3.5,3.5
3.5,3.5
3.9,3.94
2.9,2.95
3.8,3.8
4,3.971428571
3.2,3.16
4.5,4.5
3.8,3.8
3.8,3.75
3.5,3.2
3.8,3.725
3.1,3.183333333
3.5,3.771428571
4.3,4.3
4.1,4.1
3.7,3.725
4.1,4.05
3.4,3.45
3.8,3.8
3.7,3.7
3.9,3.9
4,4
3.9,3.9
4,4
3.3,3.3
4,4
3.2,3.4
3.9,3.9
3.3,3.3
3.6,3.542857143
3,3
3.4,3.4
3.8,3.866666667
3.9,3.9
2.9,3.1
4.1,4.1
4.2,4.266666667
3.2,3.2
