Actual Rating,Predicted Rating
4,3.933333333
3.8,3.8
4.1,4.04
3.5,3.916666667
3.5,3.55
3.2,3.145454545
4.3,4.3
2.9,2.9
3.5,3.41
3.3,3.328571429
4.3,4.3
4.5,4.5
3.8,3.88
3.8,3.8
3.9,3.75
3.6,3.6
4,4.025
4,4.028571429
3.6,3.6
3.4,3.428571429
4.1,4.1
4.1,4.1
3.3,3.26
4.1,4.1
3.8,3.72
4.1,4.1
3.8,3.425
3.7,3.7
3.9,3.9
3,2.775
3.9,4.04
4.2,4.2
4.1,4.1
3.8,3.9
3,3.583333333
3.2,3.475
4.3,4.3
4,4
3,3.071428571
3.9,3.975
2,2
3.8,3.775
4.1,4.1
4.3,4.3
3.3,3.54
4,4
4.4,4.4
3.8,3.84
3.1,3.4
3.4,3.571428571
3.1,3.1
3.2,3.133333333
3.8,3.866666667
4.2,3.355555556
3.3,3.266666667
3.7,3.7
3.1,3.3
3.1,3.175
3,3.35
4.4,4.28
3.3,3.316666667
3.9,3.9
3.5,3.4
3.4,3.35
3.6,3.6
3.6,3.614285714
3.7,3.6
3.3,3.58
3.7,3.683333333
3.1,3.066666667
3.5,3.55
3.4,3.1
3.3,3.3
4.3,4.3
3.4,3.425
3.9,3.9
3.2,3.38
4,4
3.8,3.714285714
4.2,4.142857143
4,4
4,4
4.1,4.1
3,3
3.8,3.8
4.7,4.62
3.4,4.1
3.4,3.4
4.6,4.6
3.4,3.4
4,4
3.4,3.36
3,3
4.2,4.2
3.4,3.4
4.3,4.442857143
3.6,3.66
2.5,2.98
4.4,4.4
4.3,4.3
3.7,3.625
3.3,3.45
4.5,4.35
4,4
3.5,3.44
3.8,3.15
3.6,3.68
4.4,4.385714286
3.3,3.3
3.1,3.583333333
4.2,4.2
4.1,4.183333333
3.9,3.9125
2.7,2.38
3,3.72
4.1,4.1
3,3.25
3.6,3.6
3.6,3.583333333
3.4,3.3
4.1,4.05
3.4,3.5
4,4
3.8,3.566666667
4.1,4.075
3.3,3.42
4.3,4.02
3.5,3.492307692
3.8,3.833333333
3.5,3.72
4,3.025
3.9,3.783333333
3.9,3.975
4.1,4.1
3.1,3.625
3.7,3.691666667
3.6,3.28
4.1,3.94
3.3,3.2
4,3.988888889
4.2,4.257142857
3.9,3.9
3.4,3.492857143
4.5,4.442857143
3.7,3.65
3.5,3.516666667
3.5,3.4
3.2,3.2
3.8,3.8
3.9,3.925
3.9,3.9
3.9,3.95
3.4,3.4
4.5,4.5
4,4
3.7,3.7
4,4.1
3.2,3.342857143
3.7,3.75
2.6,3.342857143
4.1,3.733333333
4,3.95
4.7,4.72
3.1,3.366666667
3.5,3.266666667
4,3.04
3.7,3.7
3,3
3.9,3.7
4,4
2.5,2.442857143
4,3.55
3.9,4
4.4,4.4
2.7,3.025
3.8,3.822222222
4.1,4.05
3.7,3.8
3.6,2.88
4,4.05
3.5,4.25
3.4,3.4
3.8,3.725
4.1,4.1
3.7,3.7
3.8,3.883333333
2.8,2.8
4.2,4.2
4.2,4.15
3.3,3.3
3.8,3.8
3.9,3.9
3.7,3.7
4.1,4.1
4.3,4.333333333
3.7,3.7
3.3,3.14
4.3,4.3
4.1,4.1
4.3,4.3
3.6,3.466666667
3.6,3.55
4.1,4.1
4.3,4.257142857
4.1,4.025
2.8,2.785714286
4.3,4.25
3,3
3.7,3.64
3.8,3.85
3.9,3.814285714
3.8,3.8
3.7,3.76
3.7,3.625
3.6,3.54
3.4,2.866666667
4,3.95
4,3.983333333
3.3,3.266666667
2.9,2.9
3,3
4.5,4.5
4.3,4.275
3.5,3.41
3.5,3.4
3.9,3.9
4.3,4.183333333
3.2,3.2
3.2,3.225
3.8,3.8
2.9,2.9
3.7,3.7375
3.7,3.7
2.6,2.6
3.6,3.5
4.3,4.3
3.7,3.671428571
3.6,3.6
3.7,3.707692308
4,4
3.5,3.575
3.8,3.728571429
3.8,3.8
3.1,3.285714286
3.2,3.26
4.1,4.1
3,3.25
3.8,3.6
4.1,4.1
3.8,3.8
3.6,3.675
3.1,3.183333333
4.4,4.4
4,4.05
2.9,2.9
2.9,3.7
4.5,4.35
3.8,3.8
4.1,4
4.1,4.1
3.9,3.875
3.5,3.46
3.5,3.5
3.1,3.525
4.4,4.257142857
3.9,3.96
4.2,4.2
3.9,3.86
3.7,3.625
3,3
4,4
2.9,2.95
3.6,3.54
3.5,3.1
3.9,3.8
4.2,4.2
3.7,3.7
3.9,3.9
3.6,3.625
3.3,3.15
4,3.828571429
3.9,4
3.7,3.7
4.5,4.425
4.4,4.4
3.6,3.55
3.2,3.2
3.8,3.9
3.4,3.25
4.6,4.6
3.4,3.433333333
3.7,3.625
3.2,3.133333333
3.3,3.3
2.8,3.225
2.8,3.5
3.9,3.9
3.3,3.616666667
3.8,3.8
3.2,3.266666667
3,2.95
3.7,3.6
3.7,3.7
4.4,4.4
3.7,3.35
3.6,3.7
3.4,3.4
4.1,4.1
4.1,4.1
2.9,3.216666667
4.1,4.1
3.9,3.975
3.9,3.811111111
4,4
3.6,3.675
3.9,4.08
4.2,4.2
4.1,4.1
4.5,4.35
3.2,3.24
4.8,4.616666667
3.4,3.355555556
3.7,3.442857143
4.1,4.125
2.5,2.55
3.8,3.74
3.6,3.56
4.1,4.066666667
4,3.875
3.9,3.957142857
4.5,4.45
4.1,4.1
3.5,3.55
4.4,4.55
3.9,3.9
3.7,3.7
3.8,3.76
3.8,3.8
3.7,3.7
3.6,3.525
2.8,3.05
4.1,4.1
4,4.05
2.8,2.883333333
3.6,3.711111111
4,3.933333333
4,3.95
3.5,3.52
3.3,3.3
3.4,3.311111111
3.8,3.78
4.2,4.166666667
3.6,3.6
4.3,4.35
4,3.775
3.9,3.9
3.6,3.642857143
3.8,3.825
4.4,4.35
3.3,3.3
4.2,4.2
4.1,4.1
3.7,3.7
3.7,3.7
3.6,3.6
4,4
3.5,3.5
3.3,3.228571429
4.3,4.3
4.4,4.4
3.9,3.86
3.8,3.8
2.1,2.1
4.2,4.2
3.9,3.9
4.2,4.12
3.5,3.54
3.4,3.4
3.4,3.4
3.2,3.371428571
3.6,3.616666667
2.9,2.85
3.2,3.742857143
4.3,4.3
3.8,3.8
4.6,4.525
4.3,4.3
3.4,3.4
4,3.988888889
4.2,4.2
3.3,3.288888889
4,4
3.7,3.7
4.6,4.6
3.7,3.7
4.2,4.2
3.8,3.8
3.5,3.7
3.7,3.7
4,3.9
2.9,3.183333333
4.7,4.7
3.2,3.275
3.1,3.157142857
3.6,3.2
3.7,3.5
4.2,4.24
4.2,4.2
3.1,3.1
3.6,3.64
3.3,3.4
4,4
2.8,2.8
4.1,4.033333333
4,4
3.6,3.775
4.1,4.071428571
2.8,3.08
3.2,3.142857143
4.5,4.5
4.3,4.4
3.8,3.225
3.5,3.26
4.4,4.25
4,4
3,2.94
3.2,3.228571429
3.7,3.7
2.9,3.46
3.9,3.257142857
4.1,4.1
4.3,4.24
4,4
3.9,3.9
3.2,3.142857143
3.4,3.28
3.1,3.0625
4.2,4.18
3.9,3.783333333
3.7,3.8
3.8,3.8
3.5,3.5
4,3.983333333
3.2,3.2
3.7,3.7
4.1,4.066666667
4.1,4.1
3.6,3.55
3.7,3.633333333
4.1,4.033333333
3.7,3.7
3.2,3.25
3.8,3.8
3.3,3.25
3.3,3.25
3.7,3.48
3.8,3.733333333
3.9,3.9
2.9,2.9
4.4,4.433333333
3.9,3.85
4.3,4.3
4,3.9
3.7,3.775
4,4
3.1,3.163636364
3.3,3.242857143
3.8,3.828571429
4.1,4.1
3.7,3.7
4.1,4.1
4.3,4.3
4.2,4.2
4.1,4.1
4,4
3.7,3.7
4.4,4.4
3.5,3.5
3.8,3.84
3.4,3.4
3.9,3.9
4.2,4.24
4.8,4.8
4,3.96
4.3,4.3
3.8,3.8
3.7,3.7
4,4
3.6,3.54
3.8,3.757142857
3.8,3.8
4.1,3.84
3.6,3.55
3.7,3.7
3.2,3.190909091
3,3.1
4,3.74
4.3,4.34
4,4
3.3,3.3
4.4,4.36
3.7,3.766666667
4.1,4.1
4.4,4.4
4.3,4.3
4.2,4.2
4.1,4.2
4,4
3.6,3.6
3.6,3.6
3.9,4
3.6,3.75
4.2,4.2
3.1,3.1
3.1,3.3
3.6,3.4
4,4
4.2,4.2
4.1,4.1
3.8,3.775
3.3,3.375
3.5,3.45
4,4.075
4.1,3.8
3.5,3.525
3.4,3.4
4.1,4.1
2.6,2.85
4.2,4.2
2.9,2.9
4.3,4.3
4.3,4.1
3.5,3.28
3.4,3.2
4.1,4.1
4,4
3.2,3.14
3.8,3.822222222
3.3,3.642857143
3.6,3.3
3.7,3.728571429
4.5,4.5
4.1,4.1
3.4,3.475
3.5,3.5
3.3,3.3
3.4,3.5
3.9,3.8375
3.4,3.4
3.5,3.56
3.5,3.65
3.6,3.6
3.9,3.9
3.7,3.7
4,3.866666667
2.5,2.5
4.4,4.4
4,4
4,3.85
3.5,3.34
3.9,3.9
3.4,3.4
3.9,3.933333333
4.3,4.266666667
3.4,3.34
3.5,3.5
3.1,3.145454545
2.5,3.045454545
4.4,4.4
4.3,4.24
4.4,4.4
4.1,4.1
3.3,3.075
3.6,3.171428571
2.9,3.46
3.4,3.4
4.1,4.1
3.9,3.9
3.8,3.825
3.9,3.925
3.5,3.5
3.9,3.9
4.3,4.225
3.9,3.9
4.1,4.1
3.9,3.775
3.6,3.590909091
3.9,3.9
3.7,3.775
3.4,3.475
3.5,3.55
4.3,4.3
3.7,3.14
3.7,3.516666667
3.4,3.4
3.6,3.6
3.9,3.9
4,3.875
4.3,4.2
3.2,3.26
3.1,3.1
4.1,4.166666667
3.8,3.6
3.4,3.4
3.9,3.9
3,3.075
3.7,3.675
3.7,3.8
3.8,3.8
3.4,3.407142857
3.9,3.9
3.9,3.9
3.7,3.8
3.8,3.333333333
4.2,4.2
3.4,3.36
3.7,3.725
3.3,3.52
3,3.385714286
3.7,3.75
3.3,3.325
3.5,3.5
3.4,3.4
2.9,2.925
3.3,3.3
3.8,3.488888889
3.4,3.311111111
3.7,3.7
4.3,4.3
4,3.885714286
4.5,4.5
4.1,4.025
3.4,3.266666667
3.9,3.9
3.5,3.55
4.5,4.5
3.5,3.475
3.5,3.48
3.6,3.666666667
4.3,4.275
4,3.96
4.2,4.2
3.5,3.5
4.2,4.2
3.4,3.4
3.7,3.28
3.8,3.683333333
4.2,3.7
3.2,2.833333333
3.7,3.7
3.4,3.5
3.7,3.775
3.5,3.64
3.4,3.35
3.4,3.4
4.2,4.15
3.2,3.58
3,3.175
4.3,4.3
4.1,4.1
3.6,3.44
3.4,3.433333333
3.5,3.5
3.6,3.142857143
3.6,3.5375
3.2,3.16
3.3,3.733333333
3.6,3.68
3.1,3.3
3.5,3.425
3.1,3.1875
3.6,2.85
4,4.06
3.1,3.714285714
4,4
3.4,3.311111111
3.1,3.185714286
3.5,3.283333333
3.5,3.492857143
3.8,3.58
3.7,3.35
3.9,3.9
3.9,3.9
3.6,3.742857143
3.6,3.75
2.6,2.6
3.6,3.6
4.6,4.6
4,4
3.9,3.9
3.4,3.3
2.9,3.828571429
3.8,3.8
3.5,3.5
3.4,3.15
3.8,3.85
4.3,4.3
3.1,3.2
3.9,3.9
3.8,3.675
3.7,4.05
4,4
3.3,3.3
2.9,3.05
3.6,3.52
4.1,3.225
4.2,4.266666667
3.7,3.666666667
3.4,3.057142857
4.5,4.5
4.1,4.1
3.6,3.671428571
3.2,3.2
3.8,3.8
4.7,4.2
4.2,4.24
3.7,3.7
4.1,4.1
3.9,3.9
3.7,3.475
3,3
3,3.4
3.3,3.06
3.8,3.8
3.6,3.65
4.1,4.1
3.7,3.7
3.4,3.366666667
4.2,4.2
2.4,2.8
3.8,3.8
3.5,3.58
3.5,3.5
4.8,4.125
3.3,3.316666667
3.6,3.625
3.1,3.814285714
3.1,3.1
3.7,3.7
3.8,3.8
3.2,3.4
3.4,3.266666667
4,4.033333333
4.3,4.3
3.7,3.7
3.4,3.311111111
3.8,3.5
3.6,3.8
3.2,3.3
3.5,3.525
4.2,4.2
4.2,4.2
3.8,3.8
3.8,3.8
4.1,4.1
3.9,3.9
3.6,3.55
4.6,4.525
3.7,3.76
4.1,4.2
4,3.9125
3.8,3.75
2.9,2.9
4.3,4.3
3.9,3.9
4.4,4.4375
4.3,4.3
3,3
3.6,3.6
3.5,3.5
3.2,3.2
4.1,4.1
3.5,3.5
3.8,3.8
3.2,3.266666667
4.2,4.2
3,3.357142857
3.7,3.283333333
3.2,3.166666667
2.9,2.7
3.5,3.45
4,3.92
4,4
3.2,3.2
4,4.05
3.5,3.183333333
3.9,3.98
3.7,3.85
3.6,3.46
2.4,2.28
3.2,3.316666667
3.4,3.3
2.5,2.55
3.3,3.3
2.9,3.2
3.3,3.3
4.4,4.35
3.7,3.728571429
3.7,3.7
3.6,3.666666667
3.8,3.733333333
3.2,3.233333333
3,3.466666667
3.3,3.325
3.6,3.5
3,3.466666667
4.5,4.52
4.5,4.5
3.5,3.5
4.4,4.4
3.9,3.9
3.8,3.7
4.3,4.225
3.9,3.928571429
3.8,3.8
3.7,3.7
3.6,3.575
4.4,4.4
3.9,3.9
3.5,3.516666667
3.9,3.9
3.8,3.725
3.6,3.6
3.5,3.4
3.2,3.033333333
3.6,3.525
3.7,3.775
4.2,4.142857143
3.8,3.785714286
4,4
4.6,4.525
3.1,3.407142857
4.3,4.25
4.2,4.2
4.1,4.1
3.3,3.25
4,4
3.6,3.65
3.4,3.54
4.1,4.1
2.8,2.8
3.1,3.1
3.7,3.78
3.8,3.822222222
3.7,3.225
4.5,4.5
3.8,3.8
3.5,3.516666667
3.6,3.55
3.8,3.8
3.3,3.45
3.5,3.42
4.5,4.5
2.8,2.8
3.5,3.2
3.2,3.166666667
3.9,3.9
3.9,3.985714286
3.7,3.675
3.9,3.9
3.4,3.4
3.3,3.3
3.9,3.7
4.2,4.2
3.2,3.18
3.8,3.8
3,3.4
4,3.95
3,3
3.3,3.133333333
4.1,4.033333333
3.5,3.375
3.3,3.344444444
4.2,4.2
4.1,4.1
3,3.44
2.8,2.73
3.9,3.866666667
4,4.025
3.8,3.72
3.7,3.74
4,4.057142857
3.9,3.925
4.1,4.114285714
3,3.02
3.1,3.133333333
2.9,3.38
3.9,3.9
3.7,3.65
4.3,4.3
3.3,3.4
4,4
4.2,4.2
3.5,3.58
3.6,3.614285714
3.2,3.2
3.8,3.816666667
3.2,3.7
2.8,2.8
4.3,4.3
3.9,3.9
4.2,4.2
3.8,3.788888889
3,3
3.2,3.225
2.8,3.7
3.2,3.3
3.1,2.957142857
3.9,3.915384615
4.3,4.1
2.8,2.8
3.7,3.7
3.5,3.65
3.4,3.5
4.1,4.24
3.3,3.3
3.7,3.671428571
2.8,2.8
3.7,3.7
4.1,4.1
3.8,3.9
3.1,3.433333333
4.1,4.12
4.3,4.3
3.2,3.1
2.9,2.9
4,4
3.7,3.7
4.1,4.1
3.8,3.72
4,4
4.5,4.625
3.3,3.425
4,3.933333333
3.8,3.85
2.9,2.8
4.5,4.5
4.4,4.4
4.1,4.125
3.9,3.9
2.5,2.5
3.9,3.9
3.9,3.9
4.3,4.3
3.7,3.628571429
3.7,3.7
3.8,3.88
3.5,3.56
3.6,3.6
3.2,3.2
3.8,3.8
3.1,3.1
3.7,3.675
3.2,3.422222222
3.9,3.9
4,4.057142857
3,3.116666667
3.6,3.6
4,3.95
3.9,3.9
3.8,3.771428571
4,4
3.5,3.5
3.2,3.12
4,4
4.3,4.3
4.1,4.08
3.6,3.145454545
3.5,3.522222222
4.6,4.5
4.5,4.5
4.2,3.85
3.6,3.65
3.7,3.733333333
3.4,3.407142857
3.3,3.7
3.9,3.075
4.1,4.1
3.5,3.916666667
3.4,3.4
4.1,4.1
4.1,3.94
3.8,4.1
3.7,3.74
3.8,3.8
2.8,2.8
4.7,4.65
3.7,3.7
3.4,3.36
3.5,3.5
3.8,3.816666667
3.4,3.52
3.6,3.6
3.9,3.933333333
4.1,4.12
3.7,3.7
3.1,3.388888889
3.3,3.316666667
3.3,3.333333333
3.9,3.928571429
3.8,3.766666667
3.1,3.145454545
3.6,3.6
4.2,4.2
3,3.55
3.9,3.9
3.3,3.3
2.7,2.966666667
3.5,3.5
3.8,3.8
3.2,3.225
3.6,3.6
4.6,4.7
3.9,3.9
4.1,3.72
4,4.05
4,4
3.4,3.34
4.1,4.075
3.6,3.45
3.8,3.775
4,4
3.9,3.9
3.8,3.8
3.6,3.475
3.7,3.68
4.5,4.5
3.5,3.2
3.6,3.616666667
3.9,3.8
4,4
4.5,4.4375
3.7,3.5
3.6,3.75
4.1,4.028571429
4.4,4.4
3.5,3.54
3,3
3.7,3.7
3.9,3.9
3.4,3.5
3.1,3.388888889
2.7,3.4
3.8,3.8
2.3,2.3
2.9,2.9375
2.7,3.25
3.8,3.775
3.7,3.68
4.2,4.216666667
3.6,3.6
3.7,3.7
3.1,3.1
4,4.016666667
3.4,3.35
3,3.733333333
3.9,3.9
4.1,4.083333333
3.6,3.7
4.4,4.4
4.3,4.425
4,4.15
3.7,3.725
3.3,3.281818182
3.3,3.128571429
3.3,3.3
3.1,3.1
3.6,3.275
3.4,3.35
4.1,4.157142857
3.6,3.75
3.3,3.375
4.2,4.257142857
4.1,4.028571429
4.2,4.1
3.3,3.325
4,3.966666667
4.1,4.1
4.2,4.190909091
3.9,3.9
3.8,3.8
3.1,3.075
4.4,4.4
4.2,4.2
3.9,3.816666667
3.2,3.157142857
3.7,3.7
3.6,3.7
3.6,3
3.7,3.7
4.3,4.3
4,3.975
4.1,4.12
3.5,3.45
2.9,2.95
3.5,3.516666667
3.2,3.208333333
2.6,2.95
4.3,4.3
3.3,3.42
3.8,3.8
3.7,3.7
3.5,3.72
3.5,3.544444444
3.6,3.6
3.9,3.9
4.6,4.55
4.5,4.585714286
3.6,3.52
3.8,3.8
3.9,3.825
3.2,3.52
3.5,3.5
3.1,3.14
3.5,3.42
2.8,3.228571429
4.2,4.2
3.4,3.4
3.9,3.833333333
4.3,4.2
3.9,4.06
3.2,3.2
3.8,3.488888889
2.9,2.914285714
3.9,3.82
2.6,2.38
3.4,3.32
2.9,2.833333333
3.1,3.283333333
3.4,3.425
3.6,3.725
3.2,3.583333333
3.5,3.54
3.6,3.6
4.4,4.45
3.7,3.6
3.5,3.48
3.7,3.7
3.1,3.025
4,4
3.7,3.7
3.9,3.9
4.4,4.38
4.2,4.04
3.9,3.9
2.9,2.914285714
4.1,4.142857143
3.1,2.88
3.7,3.55
3.9,3.9
3.7,3.85
3.3,3.444444444
3.3,3.266666667
3.7,3.733333333
3.1,3.133333333
3.7,3.7
4,3.716666667
4.1,4.1
4.1,4.071428571
3,3.15
4.1,4.1
3.7,3.7
3.5,3.5
3.6,3.28
3.2,3.1875
3.8,3.5
3.9,3.9
3.3,3.3
3.9,3.9
3.9,3.9
2.6,2.6
3.7,3.7
3.9,3.9
4.1,4.1
4,3.942857143
3.9,3.875
3.6,3.6
4.2,4.2
3.3,3.7
4,4
3.2,3.442857143
3.8,3.8
3.6,4.016666667
4.2,4.2
3.8,3.966666667
3.9,3.9
3.8,4.04
3.7,3.7
3.1,3.46
3.9,3.9
3.8,3.5
3.7,3.65
3.6,3.6
3.2,3.12
4.3,4.24
4.4,4.4
3.3,3.3
3.3,3.228571429
4.5,4.5
3.4,3.42
3.8,3.885714286
4.4,4.375
4,4.028571429
4.3,4
3.5,3.125
3.7,3.7
3.6,3.628571429
3.2,3.2
4,4.028571429
3.7,3.74
4.3,4.3
2.8,2.8
3.5,3.85
3.4,3.475
4,3.85
3.9,3.9
3.8,3.8
4.2,4.2
3.7,3.722222222
4.3,4.25
2.8,3.125
3.3,3.26
3.4,3.4
3.4,3.54
2.2,2.2
2.6,3.1
3.5,3.5
3.5,3.233333333
3.3,3.2
3.6,3.6
3.7,3.707692308
4.4,4.45
2.8,2.8
4.2,4.2
3.4,3.4
3.4,3.4
4.5,4.5
3.6,3.6
3.8,3.85
4.1,4.1
4.4,4.1
4.5,4.52
3.5,3.414285714
4.2,4.2
3.2,3.3
4,4.083333333
3.6,3.55
3.8,3.75
3.2,3.44
3.8,3.818181818
4,3.583333333
3.4,3.44
3.4,3.4
3.1,3.1
3.1,3.17
4.4,4.4
4.1,4.1
3.8,3.8
4.2,3.94
3.2,3.425
4.4,4.4
4.2,4.2
4.2,4.2
4,4
3.3,3.028571429
3.7,3.725
2.9,3.355555556
3.9,3.914285714
3.2,3.114285714
3.2,3.2
4.3,4.3
3.2,3.166666667
4.4,4.4
3.3,3.6
4.3,4
4.2,4.155555556
4.2,4.2
3.6,3.571428571
4.3,4.3
3.5,3.5
3.8,3.8
3.8,3.8
4.1,4.1
4.2,4.2
3,3.3
3.3,3.425
4.1,4.1
3.9,3.966666667
3.2,3.25
3.1,3.06
3.6,3.425
4.2,4.2
2.9,3.85
3.6,3.466666667
4,4
2.9,2.9
3.7,3.7
3.2,3.16
2.8,2.8
4,3.975
3.7,3.7
3.6,3.76
3.9,3.775
3.9,2.666666667
4.2,4.2
3.5,3.425
4.3,4.14
3,3.45
3.1,3.1
4.1,4.2
4.3,4.3
4.4,4.4
4.3,4.3
3.5,3.5
4.4,4.4
3.3,3.283333333
3.1,3.1
3.6,2.875
3.6,3.58
4.3,4.3
4,4
2.1,2.125
3.6,3.58
3,3
3.8,3.8
3.9,3.85
3.5,3.18
4.4,4.4
3.2,3.2
3.2,3.2
3.6,3.6
4,4
3.2,3.177777778
3.2,3.1
2.8,3.422222222
2.2,2.2
3.9,3.85
3.7,3.685714286
3.6,3.55
4.1,4.1
3.4,3.4
3.9,3.875
3.7,3.9
3.8,3.8
3.3,3.325
3.9,3.9
3.5,3.5
3.6,3.6
3.7,3.85
4,4.14
3.3,3.266666667
4.1,4.033333333
3.6,3.66
3.2,3.283333333
4,4
4.2,4.2
2.7,3.2
3.6,3.571428571
3.3,3.3
3.4,3.325
3.9,3.9
3.8,3.76
4.2,4.2
3.9,3.9
4,4
2.8,3.422222222
3.6,3.275
2.6,3.24
3.8,3.828571429
4.3,4.3
4,4
